Sample type,Days after inoculation,Date,Licor,Trial,Treatment,Species,Plant Number,Isolate Number,Unique Sample Number,Obs,Conductance,Ci
1WetExotic Pathogen 7,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,7,4,12,4,0.127610427,261.3505342
1WetExotic Pathogen 7,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,7,4,12,5,0.127650077,261.8912476
1WetExotic Pathogen 7,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,7,4,12,6,0.127643749,261.6480001
1WetExotic Pathogen 7,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,7,4,12,7,0.127833503,258.3716192
1WetExotic Pathogen 7,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,7,4,12,8,0.130376099,261.8833115
1WetExotic Pathogen 7,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,7,4,12,9,0.130237889,258.5441652
1WetExotic Pathogen 7,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,7,4,12,10,0.132826537,253.5307067
1DroughtExotic Pathogen 7,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,7,4,34,1,0.001250056,-1987.018238
1DroughtExotic Pathogen 7,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,7,4,34,2,-0.000232903,12260.4332
1DroughtExotic Pathogen 7,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,7,4,34,3,-0.000435293,6564.344447
1DroughtExotic Pathogen 7,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,7,4,34,4,-0.00432854,1029.645494
1DroughtExotic Pathogen 7,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,7,4,34,5,-0.00645379,860.6737416
1DroughtExotic Pathogen 7,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,7,4,34,6,-0.001233295,3125.685926
1DroughtExotic Pathogen 7,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,7,4,34,7,-0.000770348,4545.985332
1DroughtExotic Pathogen 7,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,7,4,34,8,-0.009647343,872.2674508
1DroughtExotic Pathogen 7,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,7,4,34,9,-0.007383153,594.5291459
1DroughtExotic Pathogen 7,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,7,4,34,10,0.002634986,-673.5171435
1DroughtExotic Pathogen 7,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,7,4,34,11,0.004484118,-247.0827074
1DroughtExotic Pathogen 7,37,7/6/2018,6400,1,Drought,Exotic Pathogen ,7,4,34,12,-0.000629638,6993.785023
2WetIndigenous Pathogen 7,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,7,4,37,1,0.06097517,318.3773094
2WetIndigenous Pathogen 7,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,7,4,37,2,0.060853574,314.81824
2WetIndigenous Pathogen 7,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,7,4,37,3,0.061470037,316.9332761
2WetIndigenous Pathogen 7,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,7,4,37,4,0.06240506,319.7689594
2WetIndigenous Pathogen 7,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,7,4,37,5,0.063113253,321.0908261
2WetIndigenous Pathogen 7,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,7,4,37,6,0.063350326,320.6937793
2WetIndigenous Pathogen 7,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,7,4,37,7,0.06402007,321.4170747
2WetIndigenous Pathogen 7,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,7,4,37,8,0.064604544,325.1637198
2WetIndigenous Pathogen 7,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,7,4,37,9,0.065791711,311.7740871
2WetIndigenous Pathogen 7,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,7,4,37,10,0.065094146,325.1496399
2WetIndigenous Pathogen 7,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,7,4,37,11,0.066909375,312.7569379
2WetIndigenous Pathogen 8,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,8,4,39,1,0.129221291,250.276029
2WetIndigenous Pathogen 8,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,8,4,39,2,0.13426707,245.0807537
2WetIndigenous Pathogen 8,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,8,4,39,3,0.140306768,253.3995003
2WetIndigenous Pathogen 8,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,8,4,39,4,0.140711533,249.7919268
2WetIndigenous Pathogen 8,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,8,4,39,5,0.141962103,249.2086361
2WetIndigenous Pathogen 8,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,8,4,39,6,0.142899235,249.3536858
2WetIndigenous Pathogen 8,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,8,4,39,7,0.144157697,249.1564177
2WetIndigenous Pathogen 8,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,8,4,39,8,0.144727881,250.2295982
2WetIndigenous Pathogen 8,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,8,4,39,9,0.142513038,248.4752454
2WetIndigenous Pathogen 8,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,8,4,39,10,0.145393078,249.311084
2WetIndigenous Pathogen 8,22,6/21/2018,6400,2,Wet,Indigenous Pathogen ,8,4,39,11,0.144688492,246.6824093
2DroughtIndigenous Pathogen 7,22,6/21/2018,6400,2,Drought,Indigenous Pathogen ,7,4,42,1,0.00490384,261.7261151
2DroughtIndigenous Pathogen 7,22,6/21/2018,6400,2,Drought,Indigenous Pathogen ,7,4,42,2,0.004545607,388.8342022
2DroughtIndigenous Pathogen 7,22,6/21/2018,6400,2,Drought,Indigenous Pathogen ,7,4,42,3,0.003022345,90.10938146
2DroughtIndigenous Pathogen 7,22,6/21/2018,6400,2,Drought,Indigenous Pathogen ,7,4,42,4,0.001308522,-339.0844877
2DroughtIndigenous Pathogen 7,22,6/21/2018,6400,2,Drought,Indigenous Pathogen ,7,4,42,5,0.001524206,-328.9519148
2DroughtIndigenous Pathogen 7,22,6/21/2018,6400,2,Drought,Indigenous Pathogen ,7,4,42,6,0.001743292,-380.7659444
2DroughtIndigenous Pathogen 7,22,6/21/2018,6400,2,Drought,Indigenous Pathogen ,7,4,42,7,0.001587969,-242.4757938
2DroughtIndigenous Pathogen 7,22,6/21/2018,6400,2,Drought,Indigenous Pathogen ,7,4,42,8,0.001479113,-316.5188263
2DroughtIndigenous Pathogen 7,22,6/21/2018,6400,2,Drought,Indigenous Pathogen ,7,4,42,9,0.001419427,-568.3908495
2DroughtIndigenous Pathogen 7,22,6/21/2018,6400,2,Drought,Indigenous Pathogen ,7,4,42,10,0.001628885,-21.83831459
2DroughtIndigenous Pathogen 7,22,6/21/2018,6400,2,Drought,Indigenous Pathogen ,7,4,42,11,0.001381146,-320.0128453
2DroughtExotic Pathogen 8,22,6/21/2018,6400,2,Drought,Exotic Pathogen ,8,4,43,1,-0.002933485,1014.627536
2DroughtExotic Pathogen 8,22,6/21/2018,6400,2,Drought,Exotic Pathogen ,8,4,43,2,-0.003152665,1117.198221
2DroughtExotic Pathogen 8,22,6/21/2018,6400,2,Drought,Exotic Pathogen ,8,4,43,3,-0.001011661,1382.925618
2DroughtExotic Pathogen 8,22,6/21/2018,6400,2,Drought,Exotic Pathogen ,8,4,43,4,0.005927632,312.246879
2DroughtExotic Pathogen 8,22,6/21/2018,6400,2,Drought,Exotic Pathogen ,8,4,43,5,0.008873245,435.8990698
2DroughtExotic Pathogen 8,22,6/21/2018,6400,2,Drought,Exotic Pathogen ,8,4,43,6,0.008678172,409.5412224
2DroughtExotic Pathogen 8,22,6/21/2018,6400,2,Drought,Exotic Pathogen ,8,4,43,7,0.008868618,337.3165335
2DroughtExotic Pathogen 8,22,6/21/2018,6400,2,Drought,Exotic Pathogen ,8,4,43,8,0.00843247,328.4675857
2DroughtExotic Pathogen 8,22,6/21/2018,6400,2,Drought,Exotic Pathogen ,8,4,43,9,0.008718062,378.7751443
2DroughtExotic Pathogen 8,22,6/21/2018,6400,2,Drought,Exotic Pathogen ,8,4,43,10,0.008145029,361.2448107
2DroughtExotic Pathogen 8,22,6/21/2018,6400,2,Drought,Exotic Pathogen ,8,4,43,11,0.008369768,375.1890234
1WetIndigenous Pathogen 7,36,7/5/2018,6400,1,Wet,Indigenous Pathogen ,7,4,66,1,0.059430478,196.6719196
1WetIndigenous Pathogen 7,36,7/5/2018,6400,1,Wet,Indigenous Pathogen ,7,4,66,2,0.064019003,201.5663744
1WetIndigenous Pathogen 7,36,7/5/2018,6400,1,Wet,Indigenous Pathogen ,7,4,66,3,0.067848598,199.1838098
1WetIndigenous Pathogen 7,36,7/5/2018,6400,1,Wet,Indigenous Pathogen ,7,4,66,4,0.069697289,195.3151258
1WetIndigenous Pathogen 7,36,7/5/2018,6400,1,Wet,Indigenous Pathogen ,7,4,66,5,0.073510344,198.9893592
1WetIndigenous Pathogen 7,36,7/5/2018,6400,1,Wet,Indigenous Pathogen ,7,4,66,6,0.07838229,176.560178
1WetIndigenous Pathogen 7,36,7/5/2018,6400,1,Wet,Indigenous Pathogen ,7,4,66,7,0.079926826,181.42794
1WetIndigenous Pathogen 7,36,7/5/2018,6400,1,Wet,Indigenous Pathogen ,7,4,66,8,0.078893372,112.3986448
1WetIndigenous Pathogen 7,36,7/5/2018,6400,1,Wet,Indigenous Pathogen ,7,4,66,9,0.082019855,214.5629124
1WetIndigenous Pathogen 7,36,7/5/2018,6400,1,Wet,Indigenous Pathogen ,7,4,66,10,0.080035707,167.4292044
1WetIndigenous Pathogen 7,36,7/5/2018,6400,1,Wet,Indigenous Pathogen ,7,4,66,11,0.08277468,176.6497202
2WetExotic Pathogen 7,37,7/6/2018,6800,2,Wet,Exotic Pathogen ,7,4,71,1,0.013374215,247.0426104
2WetExotic Pathogen 7,37,7/6/2018,6800,2,Wet,Exotic Pathogen ,7,4,71,2,0.013204983,242.1921495
2WetExotic Pathogen 7,37,7/6/2018,6800,2,Wet,Exotic Pathogen ,7,4,71,3,0.013054598,225.8970739
2WetExotic Pathogen 7,37,7/6/2018,6800,2,Wet,Exotic Pathogen ,7,4,71,4,0.013002476,231.0619851
2WetExotic Pathogen 7,37,7/6/2018,6800,2,Wet,Exotic Pathogen ,7,4,71,5,0.013017179,225.4527433
2WetExotic Pathogen 7,37,7/6/2018,6800,2,Wet,Exotic Pathogen ,7,4,71,6,0.013210722,217.2470352
2WetExotic Pathogen 7,37,7/6/2018,6800,2,Wet,Exotic Pathogen ,7,4,71,7,0.013818845,209.9023768
2WetExotic Pathogen 7,37,7/6/2018,6800,2,Wet,Exotic Pathogen ,7,4,71,8,0.013782698,200.1612404
2WetExotic Pathogen 7,37,7/6/2018,6800,2,Wet,Exotic Pathogen ,7,4,71,9,0.014190885,206.6446928
2WetExotic Pathogen 7,37,7/6/2018,6800,2,Wet,Exotic Pathogen ,7,4,71,10,0.014426645,194.6468691
2WetExotic Pathogen 7,37,7/6/2018,6800,2,Wet,Exotic Pathogen ,7,4,71,11,0.014780572,198.9592388
2WetExotic Pathogen 7,37,7/6/2018,6800,2,Wet,Exotic Pathogen ,7,4,71,12,0.015378073,201.1284828
1WetIndigenous Pathogen 7,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,7,4,75,1,0.20970611,299.0046354
1WetIndigenous Pathogen 7,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,7,4,75,2,0.216711523,299.8279601
1WetIndigenous Pathogen 7,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,7,4,75,3,0.207870221,295.4345401
1WetIndigenous Pathogen 7,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,7,4,75,4,0.211827088,295.6987505
1WetIndigenous Pathogen 7,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,7,4,75,5,0.212493963,295.1256356
1WetIndigenous Pathogen 7,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,7,4,75,6,0.210354818,294.5549142
1WetIndigenous Pathogen 7,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,7,4,75,7,0.209686659,293.9694967
1WetIndigenous Pathogen 7,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,7,4,75,8,0.207140637,292.9224594
1WetIndigenous Pathogen 7,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,7,4,75,9,0.205232684,292.0869953
1WetIndigenous Pathogen 7,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,7,4,75,10,0.204538206,291.9654109
1WetIndigenous Pathogen 7,37,7/6/2018,6800,1,Wet,Indigenous Pathogen ,7,4,75,11,0.203238721,291.6366856
2DroughtIndigenous Pathogen 7,37,7/6/2018,6800,2,Drought,Indigenous Pathogen ,7,4,78,1,0.005974945,229.2500736
2DroughtIndigenous Pathogen 7,37,7/6/2018,6800,2,Drought,Indigenous Pathogen ,7,4,78,2,0.006287474,242.7987102
2DroughtIndigenous Pathogen 7,37,7/6/2018,6800,2,Drought,Indigenous Pathogen ,7,4,78,3,0.006414397,251.0533512
2DroughtIndigenous Pathogen 7,37,7/6/2018,6800,2,Drought,Indigenous Pathogen ,7,4,78,4,0.01292129,333.9845248
2DroughtIndigenous Pathogen 7,37,7/6/2018,6800,2,Drought,Indigenous Pathogen ,7,4,78,5,0.011498427,324.7839893
2DroughtIndigenous Pathogen 7,37,7/6/2018,6800,2,Drought,Indigenous Pathogen ,7,4,78,6,0.007447288,288.9519069
2DroughtIndigenous Pathogen 7,37,7/6/2018,6800,2,Drought,Indigenous Pathogen ,7,4,78,7,0.002573892,83.41624016
2DroughtIndigenous Pathogen 7,37,7/6/2018,6800,2,Drought,Indigenous Pathogen ,7,4,78,8,0.003098537,134.7280746
2DroughtIndigenous Pathogen 7,37,7/6/2018,6800,2,Drought,Indigenous Pathogen ,7,4,78,9,0.003239368,134.6507226
2DroughtIndigenous Pathogen 7,37,7/6/2018,6800,2,Drought,Indigenous Pathogen ,7,4,78,10,0.004541002,217.2003888
2DroughtIndigenous Pathogen 7,37,7/6/2018,6800,2,Drought,Indigenous Pathogen ,7,4,78,11,0.003558443,162.0369472
1DroughtIndigenous Pathogen 8,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,8,4,83,1,0.003130158,394.9663507
1DroughtIndigenous Pathogen 8,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,8,4,83,2,0.000250959,358.8458511
1DroughtIndigenous Pathogen 8,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,8,4,83,3,0.000803324,310.1231248
1DroughtIndigenous Pathogen 8,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,8,4,83,4,-0.006578998,392.7317185
1DroughtIndigenous Pathogen 8,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,8,4,83,5,-0.004260133,407.9636984
1DroughtIndigenous Pathogen 8,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,8,4,83,6,0.002118746,351.3522471
1DroughtIndigenous Pathogen 8,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,8,4,83,7,0.007518625,404.2930005
1DroughtIndigenous Pathogen 8,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,8,4,83,8,0.004989311,388.5472203
1DroughtIndigenous Pathogen 8,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,8,4,83,9,0.007259293,386.4306206
1DroughtIndigenous Pathogen 8,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,8,4,83,10,0.007620223,383.5332909
1DroughtIndigenous Pathogen 8,35,7/4/2018,6800,1,Drought,Indigenous Pathogen ,8,4,83,11,0.003032967,413.9619136
1DroughtExotic Pathogen 8,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,8,4,89,1,0.011006149,180.2481667
1DroughtExotic Pathogen 8,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,8,4,89,2,0.009053012,136.9581105
1DroughtExotic Pathogen 8,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,8,4,89,3,0.010284973,170.7784423
1DroughtExotic Pathogen 8,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,8,4,89,4,0.010716375,171.5781794
1DroughtExotic Pathogen 8,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,8,4,89,5,0.011066888,173.6472292
1DroughtExotic Pathogen 8,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,8,4,89,6,0.010166159,146.2251583
1DroughtExotic Pathogen 8,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,8,4,89,7,0.011473894,169.7629703
1DroughtExotic Pathogen 8,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,8,4,89,8,0.011379547,160.794537
1DroughtExotic Pathogen 8,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,8,4,89,9,0.011989074,175.1885311
1DroughtExotic Pathogen 8,35,7/4/2018,6800,1,Drought,Exotic Pathogen ,8,4,89,10,0.011193844,152.5540074
2DroughtExotic Pathogen 8,17,6/16/2018,6800,2,Drought,Exotic Pathogen ,8,4,119,1,0.010234811,161.0206942
2DroughtExotic Pathogen 8,17,6/16/2018,6800,2,Drought,Exotic Pathogen ,8,4,119,2,0.011001656,177.0786826
2DroughtExotic Pathogen 8,17,6/16/2018,6800,2,Drought,Exotic Pathogen ,8,4,119,3,0.011094257,177.9791592
2DroughtExotic Pathogen 8,17,6/16/2018,6800,2,Drought,Exotic Pathogen ,8,4,119,4,0.010891177,174.7318172
2DroughtExotic Pathogen 8,17,6/16/2018,6800,2,Drought,Exotic Pathogen ,8,4,119,5,0.009342609,143.0137198
2DroughtExotic Pathogen 8,17,6/16/2018,6800,2,Drought,Exotic Pathogen ,8,4,119,6,0.010057406,166.9994863
2DroughtExotic Pathogen 8,17,6/16/2018,6800,2,Drought,Exotic Pathogen ,8,4,119,7,0.009613515,156.0771889
2DroughtExotic Pathogen 8,17,6/16/2018,6800,2,Drought,Exotic Pathogen ,8,4,119,8,0.009077448,146.0067173
2DroughtExotic Pathogen 8,17,6/16/2018,6800,2,Drought,Exotic Pathogen ,8,4,119,9,0.009493166,155.9956894
2DroughtExotic Pathogen 8,17,6/16/2018,6800,2,Drought,Exotic Pathogen ,8,4,119,10,0.009353771,147.0592181
1WetIndigenous Pathogen 7,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,7,4,120,1,0.236419932,302.7771136
1WetIndigenous Pathogen 7,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,7,4,120,2,0.243532613,303.9307988
1WetIndigenous Pathogen 7,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,7,4,120,3,0.241269956,302.555718
1WetIndigenous Pathogen 7,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,7,4,120,4,0.239518801,300.7590642
1WetIndigenous Pathogen 7,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,7,4,120,5,0.237710773,299.8499328
1WetIndigenous Pathogen 7,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,7,4,120,6,0.237874815,300.5804045
1WetIndigenous Pathogen 7,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,7,4,120,7,0.233485315,297.8057024
1WetIndigenous Pathogen 7,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,7,4,120,8,0.233423605,297.4971231
1WetIndigenous Pathogen 7,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,7,4,120,9,0.241461164,299.8978698
1WetIndigenous Pathogen 7,17,6/16/2018,6800,1,Wet,Indigenous Pathogen ,7,4,120,10,0.23370575,297.1676294
2DroughtIndigenous Pathogen 7,9,6/8/2018,6800,2,Drought,Indigenous Pathogen ,7,4,144,1,0.027666411,179.6038457
2DroughtIndigenous Pathogen 7,9,6/8/2018,6800,2,Drought,Indigenous Pathogen ,7,4,144,2,0.027415295,177.090015
2DroughtIndigenous Pathogen 7,9,6/8/2018,6800,2,Drought,Indigenous Pathogen ,7,4,144,3,0.027747848,177.1383998
2DroughtIndigenous Pathogen 7,9,6/8/2018,6800,2,Drought,Indigenous Pathogen ,7,4,144,4,0.025991131,159.8706417
2DroughtIndigenous Pathogen 7,9,6/8/2018,6800,2,Drought,Indigenous Pathogen ,7,4,144,5,0.026806111,167.0443345
2DroughtIndigenous Pathogen 7,9,6/8/2018,6800,2,Drought,Indigenous Pathogen ,7,4,144,6,0.027137025,169.220486
2DroughtIndigenous Pathogen 7,9,6/8/2018,6800,2,Drought,Indigenous Pathogen ,7,4,144,7,0.030977726,195.2965089
2DroughtIndigenous Pathogen 7,9,6/8/2018,6800,2,Drought,Indigenous Pathogen ,7,4,144,8,0.029723136,185.9601663
2DroughtIndigenous Pathogen 7,9,6/8/2018,6800,2,Drought,Indigenous Pathogen ,7,4,144,9,0.028924382,177.5889944
2DroughtIndigenous Pathogen 7,9,6/8/2018,6800,2,Drought,Indigenous Pathogen ,7,4,144,10,0.028394446,174.0791918
2WetExotic Pathogen 7,6,6/5/2018,6800,2,Wet,Exotic Pathogen ,7,4,155,1,0.002301302,236.1337318
2WetExotic Pathogen 7,6,6/5/2018,6800,2,Wet,Exotic Pathogen ,7,4,155,2,0.003154415,280.3934571
2WetExotic Pathogen 7,6,6/5/2018,6800,2,Wet,Exotic Pathogen ,7,4,155,3,0.00351082,288.7915753
2WetExotic Pathogen 7,6,6/5/2018,6800,2,Wet,Exotic Pathogen ,7,4,155,4,0.003839609,294.332837
2WetExotic Pathogen 7,6,6/5/2018,6800,2,Wet,Exotic Pathogen ,7,4,155,5,0.003173007,277.8082273
2WetExotic Pathogen 7,6,6/5/2018,6800,2,Wet,Exotic Pathogen ,7,4,155,6,0.001851841,186.6296413
2WetExotic Pathogen 7,6,6/5/2018,6800,2,Wet,Exotic Pathogen ,7,4,155,7,0.002107937,216.1944374
2WetExotic Pathogen 7,6,6/5/2018,6800,2,Wet,Exotic Pathogen ,7,4,155,8,0.002288399,224.3492053
2WetExotic Pathogen 7,6,6/5/2018,6800,2,Wet,Exotic Pathogen ,7,4,155,9,0.002100215,210.1243888
2WetExotic Pathogen 7,6,6/5/2018,6800,2,Wet,Exotic Pathogen ,7,4,155,10,0.001798447,187.1093417
1DroughtIndigenous Pathogen 7,6,6/5/2018,6800,1,Drought,Indigenous Pathogen ,7,4,159,1,0.003564776,146.1433048
1DroughtIndigenous Pathogen 7,6,6/5/2018,6800,1,Drought,Indigenous Pathogen ,7,4,159,2,0.004502717,191.8360431
1DroughtIndigenous Pathogen 7,6,6/5/2018,6800,1,Drought,Indigenous Pathogen ,7,4,159,3,0.004086824,179.9387494
1DroughtIndigenous Pathogen 7,6,6/5/2018,6800,1,Drought,Indigenous Pathogen ,7,4,159,4,0.003850248,157.3088034
1DroughtIndigenous Pathogen 7,6,6/5/2018,6800,1,Drought,Indigenous Pathogen ,7,4,159,5,0.003330901,115.5359256
1DroughtIndigenous Pathogen 7,6,6/5/2018,6800,1,Drought,Indigenous Pathogen ,7,4,159,6,0.003331272,103.8312679
1DroughtIndigenous Pathogen 7,6,6/5/2018,6800,1,Drought,Indigenous Pathogen ,7,4,159,7,0.004611121,183.9342185
1DroughtIndigenous Pathogen 7,6,6/5/2018,6800,1,Drought,Indigenous Pathogen ,7,4,159,8,0.005135894,201.656686
1DroughtIndigenous Pathogen 7,6,6/5/2018,6800,1,Drought,Indigenous Pathogen ,7,4,159,9,0.00417246,138.4007934
1DroughtIndigenous Pathogen 7,6,6/5/2018,6800,1,Drought,Indigenous Pathogen ,7,4,159,10,0.006406631,229.0296151
2DroughtExotic Pathogen 7,6,6/5/2018,6800,2,Drought,Exotic Pathogen ,7,4,163,1,0.002297659,360.1040947
2DroughtExotic Pathogen 7,6,6/5/2018,6800,2,Drought,Exotic Pathogen ,7,4,163,2,0.002697028,364.2878875
2DroughtExotic Pathogen 7,6,6/5/2018,6800,2,Drought,Exotic Pathogen ,7,4,163,3,0.001829257,293.6081127
2DroughtExotic Pathogen 7,6,6/5/2018,6800,2,Drought,Exotic Pathogen ,7,4,163,4,0.002285159,293.3284082
2DroughtExotic Pathogen 7,6,6/5/2018,6800,2,Drought,Exotic Pathogen ,7,4,163,5,0.002459606,273.1386914
2DroughtExotic Pathogen 7,6,6/5/2018,6800,2,Drought,Exotic Pathogen ,7,4,163,6,0.002432505,245.8851318
2DroughtExotic Pathogen 7,6,6/5/2018,6800,2,Drought,Exotic Pathogen ,7,4,163,7,0.002669459,248.6293607
2DroughtExotic Pathogen 7,6,6/5/2018,6800,2,Drought,Exotic Pathogen ,7,4,163,8,0.002262343,193.7884613
2DroughtExotic Pathogen 7,6,6/5/2018,6800,2,Drought,Exotic Pathogen ,7,4,163,9,0.003795735,264.6984172
2DroughtExotic Pathogen 7,6,6/5/2018,6800,2,Drought,Exotic Pathogen ,7,4,163,10,0.004138954,271.5602762
1DroughtExotic Pathogen 10,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,10,5,7,1,0.048547777,207.8161431
1DroughtExotic Pathogen 10,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,10,5,7,2,0.064691909,199.1984023
1DroughtExotic Pathogen 10,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,10,5,7,3,0.065839751,203.8696009
1DroughtExotic Pathogen 10,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,10,5,7,4,0.067121285,197.6371361
1DroughtExotic Pathogen 10,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,10,5,7,5,0.068590896,201.1641274
1DroughtExotic Pathogen 10,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,10,5,7,6,0.071897237,199.8454378
1DroughtExotic Pathogen 10,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,10,5,7,7,0.073964778,201.7525455
1DroughtExotic Pathogen 10,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,10,5,7,8,0.075385924,208.1600813
1DroughtExotic Pathogen 10,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,10,5,7,9,0.075398097,204.0356312
1DroughtExotic Pathogen 10,9,6/8/2018,6400,1,Drought,Exotic Pathogen ,10,5,7,10,0.075936455,206.8865347
1WetExotic Pathogen 9,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,9,5,13,1,0.003381258,231.7909572
1WetExotic Pathogen 9,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,9,5,13,2,0.003515338,303.7805307
1WetExotic Pathogen 9,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,9,5,13,3,0.003400691,355.813284
1WetExotic Pathogen 9,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,9,5,13,4,0.002234449,-48.86035438
1WetExotic Pathogen 9,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,9,5,13,5,0.001055454,-1066.217381
1WetExotic Pathogen 9,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,9,5,13,6,0.002740813,269.6146477
1WetExotic Pathogen 9,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,9,5,13,7,0.0033741,637.368886
1WetExotic Pathogen 9,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,9,5,13,8,0.002912093,-81.49895275
1WetExotic Pathogen 9,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,9,5,13,9,0.003093019,632.0587837
1WetExotic Pathogen 9,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,9,5,13,10,0.003664411,660.2431134
1WetExotic Pathogen 9,35,7/4/2018,6400,1,Wet,Exotic Pathogen ,9,5,13,11,0.003310274,562.9701725
1WetIndigenous Pathogen 10,9,6/8/2018,6400,1,Wet,Indigenous Pathogen ,10,5,14,1,0.093804315,224.3483836
1WetIndigenous Pathogen 10,9,6/8/2018,6400,1,Wet,Indigenous Pathogen ,10,5,14,2,0.092526875,209.760629
